,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
245,16/12/2006,21:29:00,3.42,0.0,237.73,14.2,0.0,0.0,17.0
246,16/12/2006,21:30:00,3.2260000000000004,0.0,237.2,13.8,0.0,0.0,18.0
247,16/12/2006,21:31:00,1.9480000000000002,0.0,238.41,9.0,0.0,0.0,17.0
248,16/12/2006,21:32:00,3.392,0.0,236.6,14.2,0.0,0.0,17.0
249,16/12/2006,21:33:00,3.3680000000000003,0.0,236.12,14.2,0.0,0.0,17.0
250,16/12/2006,21:34:00,3.378,0.0,236.54,14.2,0.0,0.0,17.0
251,16/12/2006,21:35:00,1.8719999999999999,0.0,238.48,8.6,0.0,0.0,18.0
252,16/12/2006,21:36:00,3.2119999999999997,0.0,237.27,13.6,0.0,0.0,17.0
253,16/12/2006,21:37:00,3.346,0.0,237.06,14.0,0.0,0.0,17.0
254,16/12/2006,21:38:00,3.3080000000000003,0.07200000000000001,236.49,14.0,0.0,0.0,17.0
255,16/12/2006,21:39:00,3.302,0.07200000000000001,236.28,13.8,0.0,0.0,17.0
256,16/12/2006,21:40:00,2.36,0.064,236.89,10.8,0.0,0.0,18.0
257,16/12/2006,21:41:00,2.6519999999999997,0.046,236.64,11.8,0.0,0.0,17.0
258,16/12/2006,21:42:00,3.392,0.0,236.58,14.2,0.0,1.0,17.0
259,16/12/2006,21:43:00,3.398,0.0,236.83,14.2,0.0,2.0,17.0
260,16/12/2006,21:44:00,3.424,0.046,237.75,14.4,0.0,1.0,17.0
261,16/12/2006,21:45:00,1.86,0.066,239.69,8.4,0.0,2.0,18.0
262,16/12/2006,21:46:00,3.25,0.08199999999999999,238.95,13.8,0.0,1.0,17.0
263,16/12/2006,21:47:00,3.502,0.172,236.46,14.8,0.0,1.0,18.0
264,16/12/2006,21:48:00,3.484,0.17,235.98,14.6,0.0,2.0,17.0
265,16/12/2006,21:49:00,3.478,0.168,235.85,14.6,0.0,1.0,17.0
266,16/12/2006,21:50:00,1.696,0.19399999999999998,238.19,7.6,0.0,2.0,17.0
267,16/12/2006,21:51:00,3.4939999999999998,0.17,236.28,14.8,0.0,1.0,17.0
268,16/12/2006,21:52:00,3.4819999999999998,0.17,236.4,14.6,0.0,1.0,17.0
269,16/12/2006,21:53:00,3.48,0.17,236.46,14.6,0.0,2.0,17.0
270,16/12/2006,21:54:00,3.4739999999999998,0.168,236.28,14.6,0.0,1.0,17.0
271,16/12/2006,21:55:00,2.3080000000000003,0.184,237.33,10.6,0.0,1.0,18.0
272,16/12/2006,21:56:00,2.926,0.17800000000000002,237.09,12.8,0.0,2.0,17.0
273,16/12/2006,21:57:00,3.472,0.17,236.39,14.6,0.0,1.0,17.0
274,16/12/2006,21:58:00,3.48,0.17,236.75,14.6,0.0,1.0,17.0
275,16/12/2006,21:59:00,3.4539999999999997,0.168,235.73,14.6,0.0,2.0,17.0
276,16/12/2006,22:00:00,3.464,0.17,236.03,14.6,0.0,1.0,17.0
277,16/12/2006,22:01:00,1.786,0.096,237.68,8.2,0.0,1.0,18.0
278,16/12/2006,22:02:00,3.182,0.0,235.99,13.6,0.0,1.0,17.0
279,16/12/2006,22:03:00,3.378,0.0,236.26,14.2,0.0,2.0,17.0
280,16/12/2006,22:04:00,3.372,0.0,236.03,14.2,0.0,1.0,17.0
281,16/12/2006,22:05:00,3.362,0.0,235.7,14.2,0.0,1.0,17.0
282,16/12/2006,22:06:00,3.112,0.0,236.08,13.4,0.0,1.0,17.0
283,16/12/2006,22:07:00,1.614,0.055999999999999994,237.31,7.4,0.0,0.0,17.0
284,16/12/2006,22:08:00,3.358,0.0,236.14,14.2,0.0,0.0,17.0
285,16/12/2006,22:09:00,3.388,0.0,236.61,14.2,0.0,0.0,17.0
286,16/12/2006,22:10:00,3.392,0.0,236.93,14.2,0.0,0.0,17.0
287,16/12/2006,22:11:00,2.81,0.0,237.97,12.4,0.0,0.0,18.0
288,16/12/2006,22:12:00,2.18,0.0,238.02,10.0,0.0,0.0,17.0
289,16/12/2006,22:13:00,3.37,0.0,236.06,14.2,0.0,0.0,17.0
290,16/12/2006,22:14:00,3.326,0.0,234.45,14.0,0.0,0.0,17.0
291,16/12/2006,22:15:00,2.778,0.0,235.31,12.0,0.0,0.0,9.0
292,16/12/2006,22:16:00,2.358,0.0,237.1,9.8,0.0,0.0,0.0
293,16/12/2006,22:17:00,0.96,0.054000000000000006,238.68,5.6,0.0,0.0,0.0
294,16/12/2006,22:18:00,1.6059999999999999,0.0,238.76,7.8,0.0,0.0,0.0
295,16/12/2006,22:19:00,2.35,0.0,238.59,9.8,0.0,0.0,0.0
296,16/12/2006,22:20:00,2.428,0.068,238.87,10.0,0.0,0.0,0.0
297,16/12/2006,22:21:00,2.0780000000000003,0.07200000000000001,238.97,9.2,0.0,0.0,0.0
298,16/12/2006,22:22:00,0.78,0.09,239.93,4.6,0.0,0.0,0.0
299,16/12/2006,22:23:00,2.426,0.068,239.05,10.0,0.0,0.0,0.0
300,16/12/2006,22:24:00,2.412,0.066,238.46,10.0,0.0,0.0,0.0
301,16/12/2006,22:25:00,2.428,0.07,239.68,10.0,0.0,0.0,0.0
302,16/12/2006,22:26:00,1.53,0.084,240.72,7.6,0.0,0.0,0.0
303,16/12/2006,22:27:00,1.3880000000000001,0.086,240.87,7.2,0.0,0.0,0.0
304,16/12/2006,22:28:00,2.424,0.07,239.71,10.0,0.0,0.0,0.0
305,16/12/2006,22:29:00,2.428,0.07200000000000001,239.89,10.0,0.0,0.0,0.0
306,16/12/2006,22:30:00,2.388,0.07,239.48,10.0,0.0,0.0,0.0
307,16/12/2006,22:31:00,0.376,0.1,241.64,1.6,0.0,0.0,0.0
308,16/12/2006,22:32:00,2.202,0.07400000000000001,240.07,9.6,0.0,0.0,0.0
309,16/12/2006,22:33:00,2.43,0.07,239.77,10.0,0.0,0.0,0.0
310,16/12/2006,22:34:00,2.346,0.052000000000000005,240.05,9.6,0.0,0.0,0.0
311,16/12/2006,22:35:00,1.916,0.054000000000000006,239.75,8.6,0.0,0.0,0.0
312,16/12/2006,22:36:00,0.384,0.0,240.58,2.4,0.0,0.0,0.0
313,16/12/2006,22:37:00,2.334,0.06,239.2,9.6,0.0,0.0,0.0
314,16/12/2006,22:38:00,2.32,0.06,238.84,9.6,0.0,0.0,0.0
315,16/12/2006,22:39:00,2.306,0.062,238.39,9.6,0.0,0.0,0.0
316,16/12/2006,22:40:00,2.306,0.064,238.39,9.6,0.0,0.0,0.0
317,16/12/2006,22:41:00,0.436,0.0,241.06,2.8,0.0,0.0,0.0
318,16/12/2006,22:42:00,1.584,0.05,240.89,7.8,0.0,0.0,0.0
319,16/12/2006,22:43:00,2.3280000000000003,0.062,239.46,9.6,0.0,0.0,0.0
320,16/12/2006,22:44:00,2.326,0.062,239.27,9.6,0.0,0.0,0.0
321,16/12/2006,22:45:00,2.334,0.06,239.57,9.6,0.0,0.0,0.0
322,16/12/2006,22:46:00,1.8459999999999999,0.054000000000000006,239.99,8.4,0.0,0.0,0.0
323,16/12/2006,22:47:00,0.284,0.0,242.04,1.2,0.0,0.0,0.0
324,16/12/2006,22:48:00,2.342,0.06,239.89,9.8,0.0,0.0,0.0
325,16/12/2006,22:49:00,2.392,0.0,239.91,10.0,0.0,0.0,0.0
326,16/12/2006,22:50:00,2.414,0.0,240.02,10.0,0.0,0.0,0.0
327,16/12/2006,22:51:00,2.414,0.0,239.97,10.0,0.0,0.0,0.0
328,16/12/2006,22:52:00,0.754,0.086,241.27,4.4,0.0,0.0,0.0
329,16/12/2006,22:53:00,1.42,0.17800000000000002,238.64,7.4,0.0,0.0,0.0
330,16/12/2006,22:54:00,2.468,0.162,237.47,10.4,0.0,0.0,0.0
331,16/12/2006,22:55:00,2.474,0.16399999999999998,238.05,10.4,0.0,0.0,0.0
332,16/12/2006,22:56:00,2.488,0.168,239.03,10.4,0.0,0.0,0.0
333,16/12/2006,22:57:00,1.81,0.182,240.28,8.6,0.0,0.0,0.0
334,16/12/2006,22:58:00,0.674,0.2,241.36,4.0,0.0,0.0,0.0
335,16/12/2006,22:59:00,2.444,0.094,239.42,10.2,0.0,0.0,0.0
336,16/12/2006,23:00:00,2.41,0.068,238.9,10.0,0.0,0.0,0.0
337,16/12/2006,23:01:00,2.412,0.07,239.13,10.0,0.0,0.0,0.0
338,16/12/2006,23:02:00,2.206,0.07200000000000001,239.37,9.4,0.0,0.0,0.0
339,16/12/2006,23:03:00,0.37,0.1,241.58,1.6,0.0,0.0,0.0
340,16/12/2006,23:04:00,2.104,0.076,240.11,9.2,0.0,0.0,0.0
341,16/12/2006,23:05:00,2.404,0.068,238.73,10.0,0.0,0.0,0.0
342,16/12/2006,23:06:00,2.418,0.07,239.52,10.0,0.0,0.0,0.0
343,16/12/2006,23:07:00,2.342,0.0,239.74,9.6,0.0,0.0,0.0
344,16/12/2006,23:08:00,1.262,0.046,240.96,6.8,0.0,0.0,0.0
345,16/12/2006,23:09:00,0.852,0.0,241.64,5.2,0.0,0.0,0.0
346,16/12/2006,23:10:00,2.34,0.06,240.05,9.6,0.0,0.0,0.0
347,16/12/2006,23:11:00,2.336,0.06,240.07,9.6,0.0,0.0,0.0
348,16/12/2006,23:12:00,2.334,0.06,239.99,9.6,0.0,0.0,0.0
349,16/12/2006,23:13:00,2.33,0.06,239.74,9.6,0.0,0.0,0.0
350,16/12/2006,23:14:00,1.038,0.0,241.17,6.0,0.0,0.0,0.0
351,16/12/2006,23:15:00,0.386,0.0,242.39,2.4,0.0,0.0,0.0
352,16/12/2006,23:16:00,2.35,0.06,240.41,9.6,0.0,0.0,0.0
353,16/12/2006,23:17:00,2.346,0.06,240.5,9.6,0.0,0.0,0.0
354,16/12/2006,23:18:00,2.346,0.06,240.55,9.6,0.0,0.0,0.0
355,16/12/2006,23:19:00,1.834,0.052000000000000005,240.97,8.4,0.0,0.0,0.0
356,16/12/2006,23:20:00,1.222,0.046,241.58,6.6,0.0,0.0,0.0
357,16/12/2006,23:21:00,2.342,0.06,240.21,9.6,0.0,0.0,0.0
358,16/12/2006,23:22:00,2.334,0.06,239.98,9.6,0.0,0.0,0.0
359,16/12/2006,23:23:00,1.666,0.052000000000000005,240.65,8.0,0.0,0.0,0.0
360,16/12/2006,23:24:00,1.198,0.0,241.68,6.6,0.0,0.0,0.0
361,16/12/2006,23:25:00,2.35,0.057999999999999996,240.7,9.6,0.0,0.0,0.0
362,16/12/2006,23:26:00,2.398,0.0,240.7,9.8,0.0,0.0,0.0
363,16/12/2006,23:27:00,2.444,0.07200000000000001,240.11,10.2,0.0,0.0,0.0
364,16/12/2006,23:28:00,0.406,0.098,241.71,2.0,0.0,0.0,0.0
365,16/12/2006,23:29:00,2.434,0.07200000000000001,240.13,10.0,0.0,0.0,0.0
366,16/12/2006,23:30:00,2.502,0.136,240.24,10.4,0.0,0.0,0.0
367,16/12/2006,23:31:00,2.5180000000000002,0.17600000000000002,240.53,10.4,0.0,0.0,0.0
368,16/12/2006,23:32:00,1.516,0.19,241.36,7.6,0.0,0.0,0.0
369,16/12/2006,23:33:00,1.4980000000000002,0.188,241.02,7.6,0.0,0.0,0.0
370,16/12/2006,23:34:00,2.508,0.174,240.06,10.4,0.0,0.0,0.0
371,16/12/2006,23:35:00,2.504,0.174,240.09,10.4,0.0,0.0,0.0
372,16/12/2006,23:36:00,2.492,0.172,239.49,10.4,0.0,0.0,0.0
373,16/12/2006,23:37:00,0.8140000000000001,0.204,242.16,4.8,0.0,0.0,0.0
374,16/12/2006,23:38:00,2.3040000000000003,0.18,240.95,9.8,0.0,0.0,0.0
375,16/12/2006,23:39:00,2.53,0.182,241.74,10.4,0.0,0.0,0.0
376,16/12/2006,23:40:00,2.378,0.0,241.18,9.8,0.0,0.0,0.0
377,16/12/2006,23:41:00,0.384,0.0,243.73,2.4,0.0,0.0,0.0
378,16/12/2006,23:42:00,2.37,0.057999999999999996,241.48,9.8,0.0,0.0,0.0
379,16/12/2006,23:43:00,2.358,0.057999999999999996,241.13,9.6,0.0,0.0,0.0
380,16/12/2006,23:44:00,2.352,0.057999999999999996,240.96,9.6,0.0,0.0,0.0
381,16/12/2006,23:45:00,0.41600000000000004,0.0,242.94,2.4,0.0,0.0,0.0
382,16/12/2006,23:46:00,2.654,0.062,240.74,11.0,0.0,0.0,0.0
383,16/12/2006,23:47:00,2.54,0.06,241.23,10.4,0.0,0.0,0.0
384,16/12/2006,23:48:00,2.526,0.057999999999999996,241.79,10.8,0.0,0.0,0.0
385,16/12/2006,23:49:00,1.206,0.0,241.83,5.4,0.0,0.0,0.0
386,16/12/2006,23:50:00,3.844,0.14800000000000002,238.71,16.6,0.0,0.0,0.0
387,16/12/2006,23:51:00,4.122,0.14,237.99,17.6,0.0,0.0,0.0
388,16/12/2006,23:52:00,3.458,0.0,238.89,14.8,0.0,0.0,0.0
389,16/12/2006,23:53:00,1.9880000000000002,0.05,240.26,9.2,0.0,0.0,0.0
390,16/12/2006,23:54:00,0.596,0.0,240.88,2.4,0.0,0.0,0.0
391,16/12/2006,23:55:00,1.29,0.0,240.69,6.8,0.0,0.0,0.0
392,16/12/2006,23:56:00,2.73,0.06,239.43,11.4,0.0,1.0,0.0
393,16/12/2006,23:57:00,2.734,0.062,239.81,11.4,0.0,2.0,0.0
394,16/12/2006,23:58:00,2.764,0.066,241.27,11.4,0.0,1.0,0.0
395,16/12/2006,23:59:00,2.5860000000000003,0.07,241.63,11.0,0.0,1.0,0.0
396,17/12/2006,00:00:00,1.044,0.152,242.73,4.4,0.0,2.0,0.0
397,17/12/2006,00:01:00,1.52,0.22,242.2,7.4,0.0,1.0,0.0
398,17/12/2006,00:02:00,3.0380000000000003,0.19399999999999998,240.14,12.6,0.0,2.0,0.0
399,17/12/2006,00:03:00,2.9739999999999998,0.19399999999999998,239.97,12.4,0.0,1.0,0.0
400,17/12/2006,00:04:00,2.846,0.198,240.39,11.8,0.0,2.0,0.0
401,17/12/2006,00:05:00,2.8480000000000003,0.198,240.59,11.8,0.0,1.0,0.0
402,17/12/2006,00:06:00,2.858,0.20199999999999999,241.14,11.8,0.0,1.0,0.0
403,17/12/2006,00:07:00,2.472,0.20800000000000002,241.62,10.8,0.0,2.0,0.0
404,17/12/2006,00:08:00,0.6579999999999999,0.244,243.75,3.0,0.0,1.0,0.0
405,17/12/2006,00:09:00,0.838,0.33399999999999996,242.09,4.8,0.0,2.0,0.0
406,17/12/2006,00:10:00,2.608,0.298,239.45,10.8,0.0,1.0,0.0
407,17/12/2006,00:11:00,2.5980000000000003,0.29600000000000004,239.44,10.8,0.0,1.0,0.0
408,17/12/2006,00:12:00,2.56,0.28600000000000003,238.71,10.8,0.0,2.0,0.0
409,17/12/2006,00:13:00,2.526,0.278,236.95,10.6,0.0,1.0,0.0
410,17/12/2006,00:14:00,2.472,0.19399999999999998,237.55,10.4,0.0,1.0,0.0
411,17/12/2006,00:15:00,1.6580000000000001,0.166,238.48,8.0,0.0,1.0,0.0
412,17/12/2006,00:16:00,0.42200000000000004,0.184,239.79,1.8,0.0,2.0,0.0
413,17/12/2006,00:17:00,0.79,0.17800000000000002,239.47,4.6,0.0,1.0,0.0
414,17/12/2006,00:18:00,2.436,0.12,238.51,10.2,0.0,1.0,0.0
415,17/12/2006,00:19:00,2.396,0.055999999999999994,239.03,10.0,0.0,1.0,0.0
416,17/12/2006,00:20:00,2.338,0.0,238.37,9.8,0.0,1.0,0.0
417,17/12/2006,00:21:00,2.3040000000000003,0.062,238.38,9.6,0.0,0.0,0.0
418,17/12/2006,00:22:00,0.276,0.0,240.56,1.2,0.0,0.0,0.0
419,17/12/2006,00:23:00,0.7120000000000001,0.0,239.84,4.6,0.0,0.0,0.0
420,17/12/2006,00:24:00,2.332,0.06,239.11,9.6,0.0,0.0,0.0
421,17/12/2006,00:25:00,2.344,0.057999999999999996,239.99,9.6,0.0,0.0,0.0
422,17/12/2006,00:26:00,2.354,0.057999999999999996,240.64,9.8,0.0,0.0,0.0
423,17/12/2006,00:27:00,2.332,0.06,239.45,9.6,0.0,0.0,0.0
424,17/12/2006,00:28:00,2.3680000000000003,0.055999999999999994,241.4,9.8,0.0,0.0,0.0
425,17/12/2006,00:29:00,0.612,0.0,243.68,4.0,0.0,0.0,0.0
426,17/12/2006,00:30:00,0.28600000000000003,0.0,244.03,1.2,0.0,0.0,0.0
427,17/12/2006,00:31:00,1.952,0.05,242.07,8.8,0.0,0.0,0.0
428,17/12/2006,00:32:00,2.376,0.055999999999999994,241.86,9.8,0.0,0.0,0.0
429,17/12/2006,00:33:00,2.374,0.055999999999999994,241.7,9.8,0.0,0.0,0.0
430,17/12/2006,00:34:00,2.406,0.0,240.0,10.0,0.0,0.0,0.0
431,17/12/2006,00:35:00,1.004,0.094,242.0,5.6,0.0,0.0,0.0
432,17/12/2006,00:36:00,0.38799999999999996,0.10400000000000001,242.58,1.6,0.0,0.0,0.0
433,17/12/2006,00:37:00,1.4580000000000002,0.09,242.3,7.4,0.0,0.0,0.0
434,17/12/2006,00:38:00,2.48,0.078,241.86,10.2,0.0,0.0,0.0
435,17/12/2006,00:39:00,2.454,0.07400000000000001,240.76,10.2,0.0,0.0,0.0
436,17/12/2006,00:40:00,2.468,0.078,241.52,10.2,0.0,0.0,0.0
437,17/12/2006,00:41:00,2.028,0.084,241.88,9.0,0.0,0.0,0.0
438,17/12/2006,00:42:00,0.382,0.10800000000000001,243.65,1.6,0.0,0.0,0.0
439,17/12/2006,00:43:00,0.902,0.098,242.62,5.2,0.0,0.0,0.0
440,17/12/2006,00:44:00,2.4659999999999997,0.076,241.43,10.2,0.0,0.0,0.0
441,17/12/2006,00:45:00,2.456,0.076,241.18,10.2,0.0,0.0,0.0
442,17/12/2006,00:46:00,2.45,0.07400000000000001,240.82,10.0,0.0,0.0,0.0
443,17/12/2006,00:47:00,2.448,0.07400000000000001,240.78,10.0,0.0,0.0,0.0
444,17/12/2006,00:48:00,0.93,0.0,242.94,5.6,0.0,0.0,0.0
445,17/12/2006,00:49:00,0.28600000000000003,0.0,243.84,1.2,0.0,0.0,0.0
446,17/12/2006,00:50:00,1.376,0.0,243.11,7.2,0.0,0.0,0.0
447,17/12/2006,00:51:00,2.456,0.048,241.98,10.0,0.0,0.0,0.0
448,17/12/2006,00:52:00,2.456,0.048,242.01,10.0,0.0,0.0,0.0
449,17/12/2006,00:53:00,2.444,0.046,241.38,10.0,0.0,0.0,0.0
450,17/12/2006,00:54:00,2.122,0.048,240.91,9.2,0.0,0.0,0.0
451,17/12/2006,00:55:00,0.35600000000000004,0.07,242.13,1.4,0.0,0.0,0.0
452,17/12/2006,00:56:00,0.9520000000000001,0.062,241.5,5.6,0.0,0.0,0.0
453,17/12/2006,00:57:00,2.426,0.0,240.45,10.0,0.0,0.0,0.0
454,17/12/2006,00:58:00,2.42,0.0,240.35,10.0,0.0,0.0,0.0
455,17/12/2006,00:59:00,2.412,0.0,240.65,10.0,0.0,0.0,0.0
456,17/12/2006,01:00:00,1.008,0.0,242.35,5.4,0.0,0.0,0.0
457,17/12/2006,01:01:00,0.43,0.0,243.4,1.8,0.0,0.0,0.0
458,17/12/2006,01:02:00,2.676,0.08800000000000001,240.69,11.4,0.0,0.0,0.0
459,17/12/2006,01:03:00,3.766,0.20800000000000002,239.13,15.6,0.0,0.0,0.0
460,17/12/2006,01:04:00,4.582,0.258,238.08,19.6,0.0,13.0,0.0
461,17/12/2006,01:05:00,5.282,0.15,237.38,22.4,0.0,35.0,0.0
462,17/12/2006,01:06:00,2.362,0.096,241.35,10.4,0.0,28.0,0.0
463,17/12/2006,01:07:00,3.25,0.084,240.95,13.6,0.0,37.0,0.0
464,17/12/2006,01:08:00,4.618,0.10400000000000001,239.61,19.6,0.0,27.0,0.0
465,17/12/2006,01:09:00,5.242000000000001,0.17800000000000002,239.49,21.8,0.0,37.0,0.0
466,17/12/2006,01:10:00,4.86,0.198,239.65,20.2,0.0,36.0,0.0
467,17/12/2006,01:11:00,3.738,0.23800000000000002,240.39,16.0,0.0,36.0,0.0
468,17/12/2006,01:12:00,3.426,0.256,240.31,14.4,0.0,37.0,0.0
469,17/12/2006,01:13:00,5.254,0.214,238.15,22.0,0.0,35.0,0.0
470,17/12/2006,01:14:00,5.246,0.23,237.91,22.0,0.0,36.0,0.0
471,17/12/2006,01:15:00,5.216,0.21,237.44,22.0,0.0,36.0,0.0
472,17/12/2006,01:16:00,3.858,0.24,238.52,16.6,0.0,36.0,0.0
473,17/12/2006,01:17:00,2.822,0.188,239.55,11.8,0.0,36.0,0.0
474,17/12/2006,01:18:00,3.84,0.16399999999999998,238.27,16.6,0.0,35.0,0.0
475,17/12/2006,01:19:00,4.636,0.14,237.37,19.4,0.0,36.0,0.0
476,17/12/2006,01:20:00,4.6339999999999995,0.152,237.17,19.4,0.0,35.0,0.0
477,17/12/2006,01:21:00,4.652,0.142,237.92,19.4,0.0,36.0,0.0
478,17/12/2006,01:22:00,3.13,0.13,239.82,14.6,0.0,26.0,0.0
479,17/12/2006,01:23:00,1.756,0.05,241.18,7.6,0.0,24.0,0.0
480,17/12/2006,01:24:00,3.478,0.0,239.84,15.0,0.0,36.0,0.0
481,17/12/2006,01:25:00,4.5,0.0,239.04,18.8,0.0,36.0,0.0
482,17/12/2006,01:26:00,3.552,0.0,240.29,14.8,0.0,21.0,0.0
483,17/12/2006,01:27:00,3.94,0.0,239.19,16.6,0.0,28.0,0.0
484,17/12/2006,01:28:00,2.44,0.0,240.8,10.0,0.0,37.0,0.0
485,17/12/2006,01:29:00,2.08,0.0,241.61,9.0,0.0,28.0,0.0
486,17/12/2006,01:30:00,3.6519999999999997,0.0,240.11,15.2,0.0,22.0,0.0
487,17/12/2006,01:31:00,4.4319999999999995,0.0,239.35,18.4,0.0,36.0,0.0
488,17/12/2006,01:32:00,4.46,0.0,240.08,18.6,0.0,36.0,0.0
489,17/12/2006,01:33:00,2.186,0.124,242.07,10.0,0.0,17.0,0.0
490,17/12/2006,01:34:00,2.358,0.124,241.54,9.8,0.0,33.0,0.0
491,17/12/2006,01:35:00,3.9539999999999997,0.098,239.84,16.8,0.0,36.0,0.0
492,17/12/2006,01:36:00,3.7460000000000004,0.106,240.36,15.6,0.0,25.0,0.0
493,17/12/2006,01:37:00,3.944,0.098,239.79,16.6,0.0,25.0,0.0
494,17/12/2006,01:38:00,3.68,0.102,239.55,15.8,0.0,36.0,0.0
495,17/12/2006,01:39:00,1.67,0.13,242.21,7.2,0.0,24.0,0.0
496,17/12/2006,01:40:00,3.214,0.11800000000000001,241.92,14.6,0.0,26.0,0.0
